Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
31-Jul-2020,"1,487.95",-50.42,-3.28%,"1,497.05","1,454.00","1,505.02","4,576,382","6,751,408,621.48","85,601,296,854.24"
30-Jul-2020,"1,538.37",+14.86,+0.98%,"1,497.97","1,495.17","1,540.89","1,802,121","2,751,049,433.97","92,352,705,475.73"
29-Jul-2020,"1,523.51",+19.86,+1.32%,"1,505.00","1,503.01","1,533.33","1,133,773","1,722,952,517.76","89,601,656,041.75"
28-Jul-2020,"1,503.65",-25.78,-1.69%,"1,525.00","1,500.52","1,526.01","1,545,534","2,338,469,525.67","87,878,703,523.99"
27-Jul-2020,"1,529.43",+21.22,+1.41%,"1,513.26","1,512.33","1,537.56","1,356,185","2,072,347,072.47","90,217,173,049.66"
24-Jul-2020,"1,508.21",-8.54,-0.56%,"1,499.19","1,487.59","1,515.43","1,495,381","2,245,907,271.05","88,144,825,977.19"
23-Jul-2020,"1,516.75",-48.10,-3.07%,"1,565.93","1,508.59","1,570.35","1,695,498","2,589,733,642.22","90,390,733,248.24"
22-Jul-2020,"1,564.85",+8.93,+0.57%,"1,555.71","1,543.23","1,566.98","1,224,100","1,907,562,403.21","92,980,466,890.45"
21-Jul-2020,"1,555.92",-7.92,-0.51%,"1,585.03","1,552.62","1,587.05","1,377,718","2,156,689,245.21","91,072,904,487.24"
20-Jul-2020,"1,563.84",+46.99,+3.10%,"1,515.00","1,502.70","1,569.01","1,508,277","2,337,883,443.71","93,229,593,732.45"
17-Jul-2020,"1,516.85",+1.93,+0.13%,"1,516.91","1,498.10","1,523.43","1,713,231","2,590,987,271.71","90,891,710,288.74"
16-Jul-2020,"1,514.92",-1.96,-0.13%,"1,501.50","1,488.27","1,515.91","1,324,227","1,993,292,575.25","88,300,723,017.03"
15-Jul-2020,"1,516.88",-3.98,-0.26%,"1,523.23","1,497.83","1,536.33","1,551,325","2,350,937,041.89","90,294,015,592.28"
14-Jul-2020,"1,520.86",+8.63,+0.57%,"1,492.79","1,485.93","1,522.80","1,905,400","2,871,442,016.13","92,644,952,634.17"
13-Jul-2020,"1,512.23",-26.78,-1.74%,"1,549.94","1,506.56","1,576.36","2,147,728","3,319,810,479.11","89,773,510,618.04"
10-Jul-2020,"1,539.01",+20.35,+1.34%,"1,513.25","1,500.72","1,541.34","1,796,063","2,739,298,965.25","93,093,321,097.15"
09-Jul-2020,"1,518.66",+15.06,+1.00%,"1,509.93","1,495.59","1,529.14","2,091,833","3,169,377,718.23","90,354,022,131.90"
08-Jul-2020,"1,503.60",+13.68,+0.92%,"1,500.80","1,492.30","1,511.17","1,588,292","2,386,225,157.47","87,184,644,413.67"
07-Jul-2020,"1,489.92",-9.73,-0.65%,"1,496.13","1,489.70","1,521.32","2,118,194","3,187,646,394.32","84,798,419,256.20"
06-Jul-2020,"1,499.65",+29.72,+2.02%,"1,488.15","1,476.98","1,510.00","2,235,630","3,344,694,379.17","87,986,065,650.53"
02-Jul-2020,"1,469.93",+27.93,+1.94%,"1,451.84","1,451.07","1,488.52","2,860,915","4,206,364,389.32","84,641,371,271.36"
01-Jul-2020,"1,442.00",+23.95,+1.69%,"1,419.17","1,414.18","1,448.48","2,109,124","3,030,462,525.08","80,435,006,882.03"
30-Jun-2020,"1,418.05",+20.88,+1.49%,"1,396.88","1,386.93","1,424.00","2,014,320","2,836,340,064.47","77,404,544,356.96"
